Место;Координаты;Год;Что измеряем; Значение
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2011;Нефтепродукты, мг/л;0,01
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Температура воды, град.;19,5
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Взвешенные вещества, мг/л;32,9
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Цветность, град.;13
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;pH;8,32
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Кислород;9,19
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Сульфаты;178,6
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Хлориды;20,3
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Сумма ионов (минерализация) , мг/л;501
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Общая жесткость, ммоль/л;5,89
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Азот нитритный, мг/л;0,009
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Азот нитратный, мг/л;1,33
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;ВПК 5, мг/л;1,31
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2012;Нефтепродукты, мг/л;0,01
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Температура воды, град.;12,1
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Взвешенные вещества, мг/л;32,7
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Цветность, град.;14
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;pH;8,31
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Кислород;11,15
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Сульфаты;163,5
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Хлориды;18,6
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Сумма ионов (минерализация) , мг/л;487
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Общая жесткость, ммоль/л;6,02
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Азот нитритный, мг/л;0,014
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Азот нитратный, мг/л;0,84
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;ВПК 5, мг/л;1,63
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2013;Нефтепродукты, мг/л;0,11
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Температура воды, град.;14
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Взвешенные вещества, мг/л;66,6
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Цветность, град.;10
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;pH;8,32
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Кислород;11,21
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Сульфаты;194,6
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Хлориды;23
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Сумма ионов (минерализация) , мг/л;559
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Общая жесткость, ммоль/л;6,9
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Азот нитритный, мг/л;0,014
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Азот нитратный, мг/л;1,03
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;ВПК 5, мг/л;1,91
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2014;Нефтепродукты, мг/л;0,01
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Температура воды, град.;16,2
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Взвешенные вещества, мг/л;33,2
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Цветность, град.;11
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;pH;8,51
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Кислород;10,28
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Сульфаты;151
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Хлориды;19,1
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Сумма ионов (минерализация) , мг/л;502
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Общая жесткость, ммоль/л;5,91
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Азот нитритный, мг/л;0,01
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Азот нитратный, мг/л;1,4
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;ВПК 5, мг/л;1,67
р. Аксу - с. Тюлек, 1 км выше села, 0,2 м;43.066228, 74.118287;2015;Нефтепродукты, мг/л;0,02
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Температура воды, град.;15,3
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Взвешенные вещества, мг/л;89,3
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Цветность, град.;16
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;pH;8,21
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Кислород;9,32
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Сульфаты;221,5
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Хлориды;17,1
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Сумма ионов (минерализация) , мг/л;541
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Общая жесткость, ммоль/л;6,59
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Азот нитритный, мг/л;0,016
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Азот нитратный, мг/л;1,51
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;ВПК 5, мг/л;1,18
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2011;Нефтепродукты, мг/л;0,01
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Температура воды, град.;15,3
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Взвешенные вещества, мг/л;89,3
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Цветность, град.;16
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;pH;8,21
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Кислород;9,32
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Сульфаты;221,5
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Хлориды;17,1
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Сумма ионов (минерализация) , мг/л;541
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Общая жесткость, ммоль/л;6,59
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Азот нитритный, мг/л;0,016
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Азот нитратный, мг/л;1,51
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;ВПК 5, мг/л;1,18
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2012;Нефтепродукты, мг/л;0,01
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Температура воды, град.;12,8
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Взвешенные вещества, мг/л;73,1
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Цветность, град.;14
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;pH;8,36
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Кислород;11,23
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Сульфаты;226,2
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Хлориды;19,1
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Сумма ионов (минерализация) , мг/л;566
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Общая жесткость, ммоль/л;6,87
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Азот нитритный, мг/л;0,018
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Азот нитратный, мг/л;1,76
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;ВПК 5, мг/л;1,7
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2013;Нефтепродукты, мг/л;0,02
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Температура воды, град.;14,5
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Взвешенные вещества, мг/л;140,1
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Цветность, град.;9
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;pH;8,36
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Кислород;10,54
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Сульфаты;228,7
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Хлориды;20
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Сумма ионов (минерализация) , мг/л;607
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Общая жесткость, ммоль/л;9,03
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Азот нитритный, мг/л;0,012
р. Аксу - с. Тюлек, 2,8 км ниже села, 0,2 м;43.140758, 74.076106;2014;Азот нитратный, мг/л;1,44
